dex_no,name_en,generation,forms,category,height_m,weight_kg,hatch_time,name_fr,name_es,name_de,name_it,has_gender,female_percent,male_percent,is_breedable,catch_rate,leveling_rate,pokedex_colour,base_friendship,base_hp,base_atk,base_def,base_spatk,base_spdef,base_speed,base_experience_yield,egg_group_0,egg_group_1,type_0,type_1,ev_yield_hp,ev_yield_attack,ev_yield_defense,ev_yield_special_attack,ev_yield_special_defense,ev_yield_speed,description_violet,ability_0,ability_1,hidden_ability,is_legendary,is_mythical,is_part_of_evolution,stage,evolution_level,bulbapedia_link
844,Sandaconda,8,1,Sand Snake Pokemon,3.8,65.5,20,Dunaconda,Sandaconda,Sanaconda,Sandaconda,TRUE,50,50,TRUE,120,Medium Fast,Green,50,72,107,125,65,70,71,179,Field,Dragon,Ground,,0,0,2,0,0,0,"The sand it spews contains sharp, pointy gravel, which is actually just sand that Sandaconda's saliva has hardened into irregular shapes.",Sand Spit,Shed Skin,Sand Veil,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Sandaconda_(Pok%C3%A9mon)
845,Cramorant,8,3,Gulp Pokemon,0.8,18,20,Nigosier,Cramorant,Urgl,Cramorant,TRUE,50,50,TRUE,45,Medium Fast,Blue,50,70,85,55,85,95,85,166,Water 1,Flying,Flying,Water,0,0,0,0,2,0,It's an incredibly poor learner because it uses the bare minimum amount of energy for its brain. It focuses on battling instead.,Gulp Missile,,,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Cramorant_(Pok%C3%A9mon)
846,Arrokuda,8,1,Rush Pokemon,0.5,1,20,Embrochet,Arrokuda,Pikuda,Arrokuda,TRUE,50,50,TRUE,255,Slow,Brown,50,41,63,40,40,30,66,56,Water 2,,Water,,0,0,0,0,0,1,"It takes down prey by charging into them with its hard, pointed jaw. But Arrokuda's eyesight is poor, so this tactic has a low success rate.",Swift Swim,,Propeller Tail,FALSE,FALSE,TRUE,basic,26,https://bulbapedia.bulbagarden.net/wiki/Arrokuda_(Pok%C3%A9mon)
847,Barraskewda,8,1,Skewer Pokemon,1.3,30,20,Hastacuda,Barraskewda,Barrakiefa,Barraskewda,TRUE,50,50,TRUE,60,Slow,Brown,50,61,123,60,60,50,136,172,Water 2,,Water,,0,0,0,0,0,2,It swims at speeds of over100 knotsand battles fiercely with pods ofFinizenover prey.,Swift Swim,,Propeller Tail,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Barraskewda_(Pok%C3%A9mon)
848,Toxel,8,1,Baby Pokemon,0.4,11,25,Toxizap,Toxel,Toxel,Toxel,TRUE,50,50,TRUE,75,Medium Slow,Purple,50,40,38,35,54,35,40,48,No Eggs Discovered,,Electric,Poison,0,0,0,1,0,0,"This selfish, attention-seeking Pokemon stores poison and electricity in two different sacs inside its body.",Rattled,Static,Klutz,FALSE,FALSE,TRUE,basic,30,https://bulbapedia.bulbagarden.net/wiki/Toxel_(Pok%C3%A9mon)
849,Toxtricity (Amped Form),8,2,Punk Pokemon,1.6,40,25,Salarsen,Toxtricity,Riffex,Toxtricity,TRUE,50,50,TRUE,45,Medium Slow,Purple,50,75,98,70,114,70,75,176,Human-Like,,Electric,Poison,0,0,0,2,0,0,"The jolts of electricity it launches by violently strumming the protrusions on its chest easily exceed 15,000 volts.",Punk Rock,Plus,Technician,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Toxtricity_(Pok%C3%A9mon)
850,Sizzlipede,8,1,Radiator Pokemon,0.7,1,20,Grillepattes,Sizzlipede,Thermopod,Sizzlipede,TRUE,50,50,TRUE,190,Medium Fast,Red,50,50,65,45,50,50,45,61,Bug,,Fire,Bug,0,1,0,0,0,0,,Flash Fire,White Smoke,Flame Body,FALSE,FALSE,TRUE,basic,28,https://bulbapedia.bulbagarden.net/wiki/Sizzlipede_(Pok%C3%A9mon)
851,Centiskorch,8,1,Radiator Pokemon,3,120,20,Scolocendre,Centiskorch,Infernopod,Centiskorch,TRUE,50,50,TRUE,75,Medium Fast,Red,50,100,115,65,90,90,65,184,Bug,,Fire,Bug,0,2,0,0,0,0,,Flash Fire,White Smoke,Flame Body,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Centiskorch_(Pok%C3%A9mon)
852,Clobbopus,8,1,Tantrum Pokemon,0.6,4,25,Poulpaf,Clobbopus,Klopptopus,Clobbopus,TRUE,50,50,TRUE,180,Medium Slow,Brown,50,50,68,60,50,50,32,62,Water 1,Human-Like,Fighting,,0,1,0,0,0,0,,Limber,,Technician,FALSE,FALSE,TRUE,basic,,https://bulbapedia.bulbagarden.net/wiki/Clobbopus_(Pok%C3%A9mon)
853,Grapploct,8,1,Jujitsu Pokemon,1.6,39,25,Krakos,Grapploct,Kaocto,Grapploct,TRUE,50,50,TRUE,45,Medium Slow,Blue,50,80,118,90,70,80,42,168,Water 1,Human-Like,Fighting,,0,2,0,0,0,0,,Limber,,Technician,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Grapploct_(Pok%C3%A9mon)
854,Sinistea,8,1,Black Tea Pokemon,0.1,0.2,20,Theffroi,Sinistea,Fatalitee,Sinistea,FALSE,0,0,TRUE,120,Medium Fast,Purple,50,40,45,45,74,54,50,62,Mineral,Amorphous,Ghost,,0,0,0,1,0,0,"Sinistea gets into your body when you drink it, and then it steals your vitality from within. It also tastes awful.",Weak Armor,,Cursed Body,FALSE,FALSE,TRUE,basic,,https://bulbapedia.bulbagarden.net/wiki/Sinistea_(Pok%C3%A9mon)
855,Polteageist,8,1,Black Tea Pokemon,0.2,0.4,20,Polthegeist,Polteageist,Mortipot,Polteageist,FALSE,0,0,TRUE,60,Medium Fast,Purple,50,60,65,65,134,114,70,178,Mineral,Amorphous,Ghost,,0,0,0,2,0,0,These Pokemon multiply by creeping into teapots and pouring themselves into leftover tea.,Weak Armor,,Cursed Body,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Polteageist_(Pok%C3%A9mon)
856,Hatenna,8,1,Calm Pokemon,0.4,3.4,20,Bibichut,Hatenna,Brimova,Hatenna,TRUE,100,0,TRUE,235,Slow,Pink,50,42,30,45,56,53,39,53,Fairy,,Psychic,,0,0,0,1,0,0,"It senses the feelings of other living creatures. Be careful not to expose it to strong emotions for too long, or it will end up exhausted.",Healer,Anticipation,Magic Bounce,FALSE,FALSE,TRUE,basic,32,https://bulbapedia.bulbagarden.net/wiki/Hatenna_(Pok%C3%A9mon)
857,Hattrem,8,1,Serene Pokemon,0.6,4.8,20,Chapotus,Hattrem,Brimano,Hattrem,TRUE,100,0,TRUE,120,Slow,Pink,50,57,40,65,86,73,49,130,Fairy,,Psychic,,0,0,0,2,0,0,"The moment this Pokemon finds someone who's emitting strong emotions, it will pummel them senseless with its braids to silence them.",Healer,Anticipation,Magic Bounce,FALSE,FALSE,TRUE,stage 1,42,https://bulbapedia.bulbagarden.net/wiki/Hattrem_(Pok%C3%A9mon)
858,Hatterene,8,1,Silent Pokemon,2.1,5.1,20,Sorcilence,Hatterene,Silembrim,Hatterene,TRUE,100,0,TRUE,45,Slow,Pink,50,57,90,95,136,103,29,255,Fairy,,Psychic,Fairy,0,0,0,3,0,0,Beware of forests that show no signs of living creatures within. You may have wandered into Hatterene's territory.,Healer,Anticipation,Magic Bounce,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Hatterene_(Pok%C3%A9mon)
859,Impidimp,8,1,Wily Pokemon,0.4,5.5,20,Grimalin,Impidimp,Bähmon,Impidimp,TRUE,0,100,TRUE,255,Medium Fast,Pink,50,45,45,30,55,40,50,53,Fairy,Human-Like,Dark,Fairy,0,0,0,1,0,0,"They live in groups, pestering and playing pranks on each other to polish their troublemaking skills.",Prankster,Frisk,Pickpocket,FALSE,FALSE,TRUE,basic,32,https://bulbapedia.bulbagarden.net/wiki/Impidimp_(Pok%C3%A9mon)
860,Morgrem,8,1,Devious Pokemon,0.8,12.5,20,Fourbelin,Morgrem,Pelzebub,Morgrem,TRUE,0,100,TRUE,120,Medium Fast,Pink,50,65,60,45,75,55,70,130,Fairy,Human-Like,Dark,Fairy,0,0,0,2,0,0,This Pokemon absorbs negative emotions and turns them into energy. It's popular with people who tend to think gloomy thoughts.,Prankster,Frisk,Pickpocket,FALSE,FALSE,TRUE,stage 1,42,https://bulbapedia.bulbagarden.net/wiki/Morgrem_(Pok%C3%A9mon)
861,Grimmsnarl,8,1,Bulk Up Pokemon,1.5,61,20,Angoliath,Grimmsnarl,Olangaar,Grimmsnarl,TRUE,0,100,TRUE,45,Medium Fast,Purple,50,95,120,65,95,75,60,255,Fairy,Human-Like,Dark,Fairy,0,3,0,0,0,0,"It lives deep within the forest. Even after evolving into this splendid form, it hasn't given up on its petty misdeeds and pranks.",Prankster,Frisk,Pickpocket,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Grimmsnarl_(Pok%C3%A9mon)
862,Obstagoon,8,1,Blocking Pokemon,1.6,46,15,Ixon,Obstagoon,Barrikadax,Obstagoon,TRUE,50,50,TRUE,45,Medium Fast,Gray,50,93,90,101,60,81,95,260,Field,,Dark,Normal,0,0,3,0,0,0,,Reckless,Guts,Defiant,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Obstagoon_(Pok%C3%A9mon)
863,Perrserker,8,1,Viking Pokemon,0.8,28,20,Berserkatt,Perrserker,Mauzinger,Perrserker,TRUE,50,50,TRUE,90,Medium Fast,Brown,50,70,110,100,50,60,50,154,Field,,Steel,,0,2,0,0,0,0,,Battle Armor,Tough Claws,Steely Spirit,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Perrserker_(Pok%C3%A9mon)
864,Cursola,8,1,Coral Pokemon,1,0.4,20,Corayôme,Cursola,Gorgasonn,Cursola,TRUE,75,25,TRUE,30,Fast,White,50,60,95,50,145,130,30,179,Water 1,Water 3,Ghost,,0,0,0,2,0,0,,Weak Armor,,Perish Body,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Cursola_(Pok%C3%A9mon)
865,Sirfetch'd,8,1,Wild Duck Pokemon,0.8,117,20,Palarticho,Sirfetch'd,Lauchzelot,Sirfetch'd,TRUE,50,50,TRUE,45,Medium Fast,White,50,62,135,95,68,82,65,177,Flying,Field,Fighting,,0,2,0,0,0,0,,Steadfast,,Scrappy,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Sirfetch%27d_(Pok%C3%A9mon)
866,Mr. Rime,8,1,Comedian Pokemon,1.5,58.2,25,M. Glaquette,Mr. Rime,Pantifrost,Mr. Rime,TRUE,50,50,TRUE,45,Medium Fast,Purple,50,80,85,75,110,100,70,182,Human-Like,,Ice,Psychic,0,0,0,3,0,0,,Tangled Feet,Screen Cleaner,Ice Body,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Mr._Rime_(Pok%C3%A9mon)
867,Runerigus,8,1,Grudge Pokemon,1.6,66.6,25,Tutetekri,Runerigus,Oghnatoll,Runerigus,TRUE,50,50,TRUE,90,Medium Fast,Gray,50,58,95,145,50,105,30,169,Mineral,Amorphous,Ground,Ghost,0,0,2,0,0,0,,Wandering Spirit,,,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Runerigus_(Pok%C3%A9mon)
868,Milcery,8,1,Cream Pokemon,0.2,0.3,20,Crèmy,Milcery,Hokumil,Milcery,TRUE,100,0,TRUE,200,Medium Fast,White,50,45,40,40,50,61,34,54,Fairy,Amorphous,Fairy,,0,0,0,0,1,0,"When attacked, it tackles its foe and covers them in cream. With its foe either blinded or astonished by deliciousness, Milcery flees.",Sweet Veil,,Aroma Veil,FALSE,FALSE,TRUE,basic,,https://bulbapedia.bulbagarden.net/wiki/Milcery_(Pok%C3%A9mon)
869,Alcremie (Vanilla Cream),8,1,Cream Pokemon,0.3,0.5,20,Charmilly,Alcremie,Pokusan,Alcremie,TRUE,100,0,TRUE,100,Medium Fast,White,50,65,60,75,110,121,64,173,Fairy,Amorphous,Fairy,,0,0,0,0,2,0,"Alcremie that have been cherished produce exquisite cream, so Trainers always raise them lovingly.",Sweet Veil,,Aroma Veil,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Alcremie_(Pok%C3%A9mon)
870,Falinks,8,1,Formation Pokemon,3,62,25,Hexadron,Falinks,Legios,Falinks,FALSE,0,0,TRUE,45,Medium Fast,Yellow,50,65,100,100,70,60,75,165,Fairy,Mineral,Fighting,,0,2,0,0,1,0,"The leader, known as the brass, uses its extendible horn to issue orders to the others when it's time to change formation.",Battle Armor,,Defiant,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Falinks_(Pok%C3%A9mon)
871,Pincurchin,8,1,Sea Urchin Pokemon,0.3,1,20,Wattapik,Pincurchin,Britzigel,Pincurchin,TRUE,50,50,TRUE,75,Medium Fast,Purple,50,48,101,95,91,85,15,152,Water 1,Amorphous,Electric,,0,2,0,0,0,0,This Pokemon is so timid that even brushing against seaweed will make it discharge electricity in surprise. Its lips do not conduct electricity.,Lightning Rod,,Electric Surge,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Pincurchin_(Pok%C3%A9mon)
872,Snom,8,1,Worm Pokemon,0.3,3.8,20,Frissonille,Snom,Snomnom,Snom,TRUE,50,50,TRUE,190,Medium Fast,White,50,30,25,35,45,30,20,37,Bug,,Ice,Bug,0,0,0,1,0,0,"Within its internal organs, Snom amplifies the frigid air it gets from eating snow and then uses this amplified air to create icicle-like spikes.",Shield Dust,,Ice Scales,FALSE,FALSE,TRUE,basic,,https://bulbapedia.bulbagarden.net/wiki/Snom_(Pok%C3%A9mon)
873,Frosmoth,8,1,Frost Moth Pokemon,1.3,42,20,Beldeneige,Frosmoth,Mottineva,Frosmoth,TRUE,50,50,TRUE,75,Medium Fast,White,50,70,65,60,125,90,65,166,Bug,,Ice,Bug,0,0,0,2,0,0,"It causes blizzards as it flies around with its huge, chill-emanating wings. Clean meltwater is its favorite thing to drink.",Shield Dust,,Ice Scales,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Frosmoth_(Pok%C3%A9mon)
874,Stonjourner,8,1,Big Rock Pokemon,2.5,520,25,Dolman,Stonjourner,Humanolith,Stonjourner,TRUE,50,50,TRUE,60,Slow,Gray,50,100,125,135,20,20,70,165,Mineral,,Rock,,0,0,2,0,0,0,This Pokemon spends its life gazing at the setting sun. It strides leisurely across grassy plains on legs of rock that weigh over400 poundseach.,Power Spot,,,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Stonjourner_(Pok%C3%A9mon)
875,Eiscue (Ice Face),8,2,Penguin Pokemon,1.4,89,25,Bekaglaçon,Eiscue,Kubuin,Eiscue,TRUE,50,50,TRUE,60,Slow,Blue,50,75,80,110,65,90,50,165,Water 1,Field,Ice,,0,0,2,0,0,0,"If you lick the ice covering its face, you'll find it has a faintly salty taste. This species rode here on ocean currents from a cold, faraway land.",Ice Face,,,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Eiscue_(Pok%C3%A9mon)
876,Indeedee (Male),8,2,Emotion Pokemon,0.9,28,40,Wimessir,Indeedee,Servol,Indeedee,TRUE,50,50,TRUE,30,Fast,Purple,140,60,65,55,105,95,95,166,Fairy,,Psychic,Normal,0,0,0,2,0,0,This Pokemon never leaves its Trainer's side. It predicts their actions with its psychic power and takes care of their day-to-day needs.,Inner Focus,Synchronize,Psychic Surge,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Indeedee_(Pok%C3%A9mon)
877,Morpeko (Full Belly Mode),8,2,Two-Sided Pokemon,0.3,3,10,Morpeko,Morpeko,Morpeko,Morpeko,TRUE,50,50,TRUE,180,Medium Fast,Yellow,50,58,95,58,70,58,97,153,Field,Fairy,Electric,Dark,0,0,0,0,0,2,"It has a small stomach. If it isn't constantly eating the seeds it keeps in its pockets, it will get hungry immediately.",Hunger Switch,,,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Morpeko_(Pok%C3%A9mon)
878,Cufant,8,1,Copperderm Pokemon,1.2,100,25,Charibari,Cufant,Kupfanti,Cufant,TRUE,50,50,TRUE,190,Medium Fast,Yellow,50,72,80,49,40,49,40,66,Field,Mineral,Steel,,0,1,0,0,0,0,"Cufant can lift loads weighing five tons. In the mornings, it heads into caves with its herd, in search of the ore on which these Pokemon feed.",Sheer Force,,Heavy Metal,FALSE,FALSE,TRUE,basic,34,https://bulbapedia.bulbagarden.net/wiki/Cufant_(Pok%C3%A9mon)
879,Copperajah,8,1,Copperderm Pokemon,3,650,25,Pachyradjah,Copperajah,Patinaraja,Copperajah,TRUE,50,50,TRUE,90,Medium Fast,Green,50,122,130,69,80,69,30,175,Field,Mineral,Steel,,0,2,0,0,0,0,"Copperajah are prideful, cantankerous Pokemon. Specimens with vibrant green skin command the respect of others of their kind.",Sheer Force,,Heavy Metal,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Copperajah_(Pok%C3%A9mon)
880,Dracozolt,8,1,Fossil Pokemon,1.8,190,35,Galvagon,Dracozolt,Lectragon,Dracozolt,FALSE,0,0,FALSE,45,Slow,Green,50,90,100,90,80,70,75,177,No Eggs Discovered,,Electric,Dragon,0,2,0,0,0,0,,Volt Absorb,Hustle,Sand Rush,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Dracozolt_(Pok%C3%A9mon)
881,Arctozolt,8,1,Fossil Pokemon,2.3,150,35,Galvagla,Arctozolt,Lecryodon,Arctozolt,FALSE,0,0,FALSE,45,Slow,Blue,50,90,100,90,90,80,55,177,No Eggs Discovered,,Electric,Ice,0,2,0,0,0,0,,Volt Absorb,Static,Slush Rush,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Arctozolt_(Pok%C3%A9mon)
882,Dracovish,8,1,Fossil Pokemon,2.3,215,35,Hydragon,Dracovish,Pescragon,Dracovish,FALSE,0,0,FALSE,45,Slow,Green,50,90,90,100,70,80,75,177,No Eggs Discovered,,Water,Dragon,0,0,2,0,0,0,,Water Absorb,Strong Jaw,Sand Rush,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Dracovish_(Pok%C3%A9mon)
883,Arctovish,8,1,Fossil Pokemon,2,175,35,Hydragla,Arctovish,Pescryodon,Arctovish,FALSE,0,0,FALSE,45,Slow,Blue,50,90,90,100,80,90,55,177,No Eggs Discovered,,Water,Ice,0,0,2,0,0,0,,Water Absorb,Ice Body,Slush Rush,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Arctovish_(Pok%C3%A9mon)
884,Duraludon,8,1,Alloy Pokemon,1.8,40,30,Duralugon,Duraludon,Duraludon,Duraludon,TRUE,50,50,TRUE,45,Medium Fast,White,50,70,95,115,120,50,85,187,Mineral,Dragon,Steel,Dragon,0,0,0,2,0,0,Its metal body is durable but prone to retaining heat. It vents this heat from the slits in its tail.,Light Metal,Heavy Metal,Stalwart,FALSE,FALSE,TRUE,basic,,https://bulbapedia.bulbagarden.net/wiki/Duraludon_(Pok%C3%A9mon)
885,Dreepy,8,1,Lingering Pokemon,0.5,2,40,Fantyrm,Dreepy,Grolldra,Dreepy,TRUE,50,50,TRUE,45,Slow,Green,50,28,60,30,40,30,82,54,Amorphous,Dragon,Dragon,Ghost,0,0,0,0,0,1,It has a habit of biting atClaunchereven though it doesn't feed on them. This is said to be vestigial behavior from when Dreepy was alive.,Clear Body,Infiltrator,Cursed Body,FALSE,FALSE,TRUE,basic,50,https://bulbapedia.bulbagarden.net/wiki/Dreepy_(Pok%C3%A9mon)
886,Drakloak,8,1,Caretaker Pokemon,1.4,11,40,Dispareptil,Drakloak,Phandra,Drakloak,TRUE,50,50,TRUE,45,Slow,Green,50,68,80,50,60,50,102,144,Amorphous,Dragon,Dragon,Ghost,0,0,0,0,0,2,"This Pokemon stores up energy in its lungs, then shoots it out. It takes care of Dreepy and battles alongside them until they're all grown up.",Clear Body,Infiltrator,Cursed Body,FALSE,FALSE,TRUE,stage 1,60,https://bulbapedia.bulbagarden.net/wiki/Drakloak_(Pok%C3%A9mon)
887,Dragapult,8,1,Stealth Pokemon,3,50,40,Lanssorien,Dragapult,Katapuldra,Dragapult,TRUE,50,50,TRUE,45,Slow,Green,50,88,120,75,100,75,142,300,Amorphous,Dragon,Dragon,Ghost,0,0,0,0,0,3,The fastest Dragapult of the group is always surrounded byDreepythat want to fly at sonic speed.,Clear Body,Infiltrator,Cursed Body,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Dragapult_(Pok%C3%A9mon)
888,Zacian (Hero of Many Battles),8,2,Warrior Pokemon,2.8,110,120,Zacian,Zacian,Zacian,Zacian,FALSE,0,0,FALSE,10,Slow,Blue,0,92,130,115,80,115,138,335,No Eggs Discovered,,Fairy,,0,0,0,0,0,3,,Intrepid Sword,,,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Zacian_(Pok%C3%A9mon)
889,Zamazenta (Hero of Many Battles),8,2,Warrior Pokemon,2.9,210,120,Zamazenta,Zamazenta,Zamazenta,Zamazenta,FALSE,0,0,FALSE,10,Slow,Red,0,92,130,115,80,115,138,335,No Eggs Discovered,,Fighting,,0,0,0,0,0,3,,Dauntless Shield,,,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Zamazenta_(Pok%C3%A9mon)
890,Eternatus,8,1,Gigantic Pokemon,20,950,120,ethernatos,Eternatus,Endynalos,Eternatus,FALSE,0,0,FALSE,255,Slow,Purple,0,140,85,95,145,95,130,345,No Eggs Discovered,,Poison,Dragon,3,0,0,0,0,0,,Pressure,,,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Eternatus_(Pok%C3%A9mon)
891,Kubfu,8,1,Wushu Pokemon,0.6,12,120,Wushours,Kubfu,Dakuma,Kubfu,TRUE,12.5,87.5,FALSE,3,Slow,Gray,50,60,90,60,53,50,72,77,No Eggs Discovered,,Fighting,,0,1,0,0,0,0,,Inner Focus,,,TRUE,FALSE,TRUE,basic,,https://bulbapedia.bulbagarden.net/wiki/Kubfu_(Pok%C3%A9mon)
892,Urshifu (Single Strike Style),8,2,Wushu Pokemon,1.9,105,120,Shifours,Urshifu,Wulaosu,Urshifu,TRUE,12.5,87.5,FALSE,3,Slow,Gray,50,100,130,100,63,60,97,275,No Eggs Discovered,,Fighting,Dark,0,3,0,0,0,0,,Unseen Fist,,,TRUE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Urshifu_(Pok%C3%A9mon)
893,Zarude,8,1,Rogue Monkey Pokemon,1.8,70,120,Zarude,Zarude,Zarude,Zarude,FALSE,0,0,FALSE,3,Slow,Black,0,105,120,105,70,95,105,300,No Eggs Discovered,,Dark,Grass,0,3,0,0,0,0,,Leaf Guard,,,FALSE,TRUE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Zarude_(Pok%C3%A9mon)
894,Regieleki,8,1,Electron Pokemon,1.2,145,120,Regieleki,Regieleki,Regieleki,Regieleki,FALSE,0,0,FALSE,3,Slow,Yellow,35,80,100,50,100,50,200,290,No Eggs Discovered,,Electric,,0,0,0,0,0,3,,Transistor,,,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Regieleki_(Pok%C3%A9mon)
895,Regidrago,8,1,Dragon Orb Pokemon,2.1,200,120,Regidrago,Regidrago,Regidrago,Regidrago,FALSE,0,0,FALSE,3,Slow,Green,35,200,100,50,100,50,80,290,No Eggs Discovered,,Dragon,,3,0,0,0,0,0,,Dragon's Maw,,,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Regidrago_(Pok%C3%A9mon)
896,Glastrier,8,1,Wild Horse Pokemon,2.2,800,120,Blizzeval,Glastrier,Polaross,Glastrier,FALSE,0,0,FALSE,3,Slow,White,35,100,145,130,65,110,30,290,No Eggs Discovered,,Ice,,0,3,0,0,0,0,,Chilling Neigh,,,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Glastrier_(Pok%C3%A9mon)
897,Spectrier,8,1,Swift Horse Pokemon,2,44.5,120,Spectreval,Spectrier,Phantoross,Spectrier,FALSE,0,0,FALSE,3,Slow,Black,35,100,65,60,145,80,130,290,No Eggs Discovered,,Ghost,,0,0,0,3,0,0,,Grim Neigh,,,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Spectrier_(Pok%C3%A9mon)
898,Calyrex,8,3,King Pokemon,1.1,7.7,120,Sylveroy,Calyrex,Coronospa,Calyrex,FALSE,0,0,FALSE,3,Slow,Green,100,100,80,80,80,80,80,250,No Eggs Discovered,,Psychic,Grass,3,0,0,0,0,0,,Unnerve,,,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Calyrex_(Pok%C3%A9mon)
899,Wyrdeer,8,1,Big Horn Pokemon,1.8,95.1,20,Cerbyllin,Wyrdeer,Damythir,Wyrdeer,TRUE,50,50,TRUE,45,Slow,Gray,50,103,105,72,105,75,65,263,Field,,Normal,Psychic,0,1,0,1,0,0,,Intimidate,Frisk,Sap Sipper,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Wyrdeer_(Pok%C3%A9mon)
900,Kleavor,8,1,Axe Pokemon,1.8,89,20,Hachecateur,Kleavor,Axantor,Kleavor,TRUE,50,50,TRUE,15,Medium Fast,Brown,50,70,135,95,45,70,85,175,Bug,,Bug,Rock,0,2,0,0,0,0,"This Pokemon is a rough, crude, and violent sort. It swings around its large, heavy stone axes to finish off its prey.",Swarm,Sheer Force,Sharpness,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Kleavor_(Pok%C3%A9mon)
901,Ursaluna,8,1,Peat Pokemon,2.4,290,20,Ursaking,Ursaluna,Ursaluna,Ursaluna,TRUE,50,50,TRUE,20,Medium Fast,Brown,50,130,140,105,45,80,50,275,Field,,Ground,Normal,0,3,0,0,0,0,This special Ursaluna can see in the dark with its left eye and protects itself with mud that is as hard as iron.,Guts,Bulletproof,Unnerve,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Ursaluna_(Pok%C3%A9mon)
902,Basculegion (Male),8,2,Big Fish Pokemon,3,110,20,Paragruel,Basculegion,Salmagnis,Basculegion,TRUE,50,50,TRUE,45,Medium Fast,Green,50,120,112,65,80,75,78,265,Water 2,,Water,Ghost,2,0,0,0,0,0,It can jump with incredible power. Parts of its body are tinged red by the rage of its fallen friends.,Swift Swim,Adaptability,Mold Breaker,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Basculegion_(Pok%C3%A9mon)
903,Sneasler,8,1,Free Climb Pokemon,1.3,43,20,Farfurex,Sneasler,Snieboss,Sneasler,TRUE,50,50,TRUE,20,Medium Slow,Blue,50,80,130,60,40,80,120,102,Field,,Fighting,Poison,0,1,0,0,0,1,,Pressure,Unburden,Poison Touch,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Sneasler_(Pok%C3%A9mon)
