,name_en,syllables,syllable_count,forms,category,height_m,weight_kg,has_gender,female_percent,is_breedable,catch_rate,leveling_rate,base_hp,base_atk,base_def,base_spatk,base_spdef,base_speed,base_stat_total,egg_group_0,egg_group_1,type_0,type_1,ability_0,ability_1,hidden_ability,is_legendary,is_mythical,is_part_of_evolution,stage,evolution_level
363,Gorebyss,"['Go', 're', 'byss']",3,1,South Sea Pokemon,1.8,22.6,True,50.0,True,60,Erratic,55,84,105,114,75,52,485,Water 1,,Water,,Swift Swim,,Hydration,False,False,True,2,
364,Relicanth,"['Re', 'li', 'canth']",3,1,Longevity Pokemon,1.0,23.4,True,12.5,True,25,Slow,100,90,130,45,65,55,485,Water 1,Water 2,Water,Rock,Swift Swim,Rock Head,Sturdy,False,False,False,1,
365,Luvdisc,"['Luv', 'disc']",2,1,Rendezvous Pokemon,0.6,8.7,True,75.0,True,225,Fast,43,30,55,40,65,97,330,Water 2,,Water,,Swift Swim,,Hydration,False,False,False,1,
366,Bagon,"['Ba', 'gon']",2,1,Rock Head Pokemon,0.6,42.1,True,50.0,True,45,Slow,45,75,60,40,30,50,300,Dragon,,Dragon,,Rock Head,,Sheer Force,False,False,True,1,30.0
367,Shelgon,"['Shel', 'gon']",2,1,Endurance Pokemon,1.1,110.5,True,50.0,True,45,Slow,65,95,100,60,50,50,420,Dragon,,Dragon,,Rock Head,,Overcoat,False,False,True,2,50.0
368,Salamence,"['Sa', 'la', 'men', 'ce']",4,1,Dragon Pokemon,1.5,102.6,True,50.0,True,45,Slow,95,135,80,110,80,100,600,Dragon,,Dragon,Flying,Intimidate,,Moxie,False,False,True,3,
369,Beldum,"['Bel', 'dum']",2,1,Iron Ball Pokemon,0.6,95.2,False,0.0,True,3,Slow,40,55,80,35,60,30,300,Mineral,,Steel,Psychic,Clear Body,,Light Metal,False,False,True,1,20.0
370,Metang,"['Me', 'tang']",2,1,Iron Claw Pokemon,1.2,202.5,False,0.0,True,3,Slow,60,75,100,55,80,50,420,Mineral,,Steel,Psychic,Clear Body,,Light Metal,False,False,True,2,45.0
371,Metagross,"['Me', 'ta', 'gross']",3,1,Iron Leg Pokemon,1.6,550.0,False,0.0,True,3,Slow,80,135,130,95,90,70,600,Mineral,,Steel,Psychic,Clear Body,,Light Metal,False,False,True,3,
372,Regirock,"['Re', 'gi', 'rock']",3,1,Rock Peak Pokemon,1.7,230.0,False,0.0,False,3,Slow,80,100,200,50,100,50,580,No Eggs Discovered,,Rock,,Clear Body,,Sturdy,True,False,False,1,
373,Regice,"['Re', 'gi', 'ce']",3,1,Iceberg Pokemon,1.8,175.0,False,0.0,False,3,Slow,80,50,100,100,200,50,580,No Eggs Discovered,,Ice,,Clear Body,,Ice Body,True,False,False,1,
374,Registeel,"['Re', 'gis', 'teel']",3,1,Iron Pokemon,1.9,205.0,False,0.0,False,3,Slow,80,75,150,75,150,50,580,No Eggs Discovered,,Steel,,Clear Body,,Light Metal,True,False,False,1,
375,Latias,"['La', 'tias']",2,1,Eon Pokemon,1.4,40.0,True,100.0,False,3,Slow,80,80,90,110,130,110,600,No Eggs Discovered,,Dragon,Psychic,Levitate,,,True,False,False,1,
376,Latios,"['La', 'tios']",2,1,Eon Pokemon,2.0,60.0,True,0.0,False,3,Slow,80,90,80,130,110,110,600,No Eggs Discovered,,Dragon,Psychic,Levitate,,,True,False,False,1,
377,Kyogre,"['Kyo', 'gre']",2,1,Sea Basin Pokemon,4.5,352.0,False,0.0,False,3,Slow,100,100,90,150,140,90,670,No Eggs Discovered,,Water,,Drizzle,,,True,False,False,1,
378,Groudon,"['Grou', 'don']",2,1,Continent Pokemon,3.5,950.0,False,0.0,False,3,Slow,100,150,140,100,90,90,670,No Eggs Discovered,,Ground,,Drought,,,True,False,False,1,
379,Rayquaza,"['Ray', 'qua', 'za']",3,1,Sky High Pokemon,7.0,206.5,False,0.0,False,3,Slow,105,150,90,150,90,95,680,No Eggs Discovered,,Dragon,Flying,Air Lock,,,True,False,False,1,
380,Jirachi,"['Ji', 'rac', 'hi']",3,1,Wish Pokemon,0.3,1.1,False,0.0,False,3,Slow,100,100,100,100,100,100,600,No Eggs Discovered,,Steel,Psychic,Serene Grace,,,False,True,False,1,
381,Turtwig,"['Tur', 'twig']",2,1,Tiny Leaf Pokemon,0.4,10.2,True,12.5,True,45,Medium Slow,55,68,64,45,55,31,318,Monster,Grass,Grass,,Overgrow,,Shell Armor,False,False,True,1,18.0
382,Grotle,"['Gro', 'tle']",2,1,Grove Pokemon,1.1,97.0,True,12.5,True,45,Medium Slow,75,89,85,55,65,36,405,Monster,Grass,Grass,,Overgrow,,Shell Armor,False,False,True,2,32.0
383,Torterra,"['Tor', 'ter', 'ra']",3,1,Continent Pokemon,2.2,310.0,True,12.5,True,45,Medium Slow,95,109,105,75,85,56,525,Monster,Grass,Grass,Ground,Overgrow,,Shell Armor,False,False,True,3,
384,Chimchar,"['Chimc', 'har']",2,1,Chimp Pokemon,0.5,6.2,True,12.5,True,45,Medium Slow,44,58,44,58,44,61,309,Field,Human-Like,Fire,,Blaze,,Iron Fist,False,False,True,1,14.0
385,Monferno,"['Mon', 'fer', 'no']",3,1,Playful Pokemon,0.9,22.0,True,12.5,True,45,Medium Slow,64,78,52,78,52,81,405,Field,Human-Like,Fire,Fighting,Blaze,,Iron Fist,False,False,True,2,36.0
386,Infernape,"['Infer', 'na', 'pe']",3,1,Flame Pokemon,1.2,55.0,True,12.5,True,45,Medium Slow,76,104,71,104,71,108,534,Field,Human-Like,Fire,Fighting,Blaze,,Iron Fist,False,False,True,3,
387,Piplup,"['Pi', 'plup']",2,1,Penguin Pokemon,0.4,5.2,True,12.5,True,45,Medium Slow,53,51,53,61,56,40,314,Water 1,Field,Water,,Torrent,,Competitive,False,False,True,1,16.0
388,Prinplup,"['Prin', 'plup']",2,1,Penguin Pokemon,0.8,23.0,True,12.5,True,45,Medium Slow,64,66,68,81,76,50,405,Water 1,Field,Water,,Torrent,,Competitive,False,False,True,2,36.0
389,Empoleon,"['Empo', 'leon']",2,1,Emperor Pokemon,1.7,84.5,True,12.5,True,45,Medium Slow,84,86,88,111,101,60,530,Water 1,Field,Water,Steel,Torrent,,Competitive,False,False,True,3,
390,Starly,"['Star', 'ly']",2,1,Starling Pokemon,0.3,2.0,True,50.0,True,255,Medium Slow,40,55,30,30,30,60,245,Flying,,Normal,Flying,Keen Eye,,Reckless,False,False,True,1,14.0
391,Staravia,"['Sta', 'ra', 'via']",3,1,Starling Pokemon,0.6,15.5,True,50.0,True,120,Medium Slow,55,75,50,40,40,80,340,Flying,,Normal,Flying,Intimidate,,Reckless,False,False,True,2,34.0
392,Staraptor,"['Sta', 'rap', 'tor']",3,1,Predator Pokemon,1.2,24.9,True,50.0,True,45,Medium Slow,85,120,70,50,50,100,475,Flying,,Normal,Flying,Intimidate,,Reckless,False,False,True,3,
393,Bidoof,"['Bi', 'doof']",2,1,Plump Mouse Pokemon,0.5,20.0,True,50.0,True,255,Medium Fast,59,45,40,35,40,31,250,Water 1,Field,Normal,,Simple,Unaware,Moody,False,False,True,1,15.0
394,Bibarel,"['Bi', 'ba', 'rel']",3,1,Beaver Pokemon,1.0,31.5,True,50.0,True,127,Medium Fast,79,85,60,55,60,71,410,Water 1,Field,Normal,Water,Simple,Unaware,Moody,False,False,True,2,
395,Kricketot,"['Kric', 'ke', 'tot']",3,1,Cricket Pokemon,0.3,2.2,True,50.0,True,255,Medium Slow,37,25,41,25,41,25,194,Bug,,Bug,,Shed Skin,,Run Away,False,False,True,1,10.0
396,Kricketune,"['Kric', 'ke', 'tu', 'ne']",4,1,Cricket Pokemon,1.0,25.5,True,50.0,True,45,Medium Slow,77,85,51,55,51,65,384,Bug,,Bug,,Swarm,,Technician,False,False,True,2,
397,Shinx,['Shinx'],1,1,Flash Pokemon,0.5,9.5,True,50.0,True,235,Medium Slow,45,65,34,40,34,45,263,Field,,Electric,,Rivalry,Intimidate,Guts,False,False,True,1,15.0
398,Luxio,"['Lu', 'xio']",2,1,Spark Pokemon,0.9,30.5,True,50.0,True,120,Medium Slow,60,85,49,60,49,60,363,Field,,Electric,,Rivalry,Intimidate,Guts,False,False,True,2,30.0
399,Luxray,"['Lu', 'xray']",2,1,Gleam Eyes Pokemon,1.4,42.0,True,50.0,True,45,Medium Slow,80,120,79,95,79,70,523,Field,,Electric,,Rivalry,Intimidate,Guts,False,False,True,3,
400,Budew,"['Bu', 'dew']",2,1,Bud Pokemon,0.2,1.2,True,50.0,True,255,Medium Slow,40,30,35,50,70,55,280,No Eggs Discovered,,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,False,False,True,1,
401,Roserade,"['Ro', 'se', 'ra', 'de']",4,1,Bouquet Pokemon,0.9,14.5,True,50.0,True,75,Medium Slow,60,70,55,125,105,90,505,Fairy,Grass,Grass,Poison,Natural Cure,Poison Point,Technician,False,False,True,3,
402,Cranidos,"['Cra', 'ni', 'dos']",3,1,Head Butt Pokemon,0.9,31.5,True,12.5,True,45,Erratic,67,125,40,30,30,58,350,Monster,,Rock,,Mold Breaker,,Sheer Force,False,False,True,1,30.0
403,Rampardos,"['Ram', 'par', 'dos']",3,1,Head Butt Pokemon,1.6,102.5,True,12.5,True,45,Erratic,97,165,60,65,50,58,495,Monster,,Rock,,Mold Breaker,,Sheer Force,False,False,True,2,
404,Shieldon,"['Shiel', 'don']",2,1,Shield Pokemon,0.5,57.0,True,12.5,True,45,Erratic,30,42,118,42,88,30,350,Monster,,Rock,Steel,Sturdy,,Soundproof,False,False,True,1,30.0
405,Bastiodon,"['Bas', 'tio', 'don']",3,1,Shield Pokemon,1.3,149.5,True,12.5,True,45,Erratic,60,52,168,47,138,30,495,Monster,,Rock,Steel,Sturdy,,Soundproof,False,False,True,2,
406,Mothim,"['Mot', 'him']",2,1,Moth Pokemon,0.9,23.3,True,0.0,True,45,Medium Fast,70,94,50,94,50,66,424,Bug,,Bug,Flying,Swarm,,Tinted Lens,False,False,True,2,
407,Combee,"['Com', 'bee']",2,1,Tiny Bee Pokemon,0.3,5.5,True,12.5,True,120,Medium Slow,30,30,42,30,42,70,244,Bug,,Bug,Flying,Honey Gather,,Hustle,False,False,True,1,21.0
408,Vespiquen,"['Ves', 'pi', 'quen']",3,1,Beehive Pokemon,1.2,38.5,True,100.0,True,45,Medium Slow,70,80,102,80,102,40,474,Bug,,Bug,Flying,Pressure,,Unnerve,False,False,True,2,
409,Pachirisu,"['Pac', 'hi', 'ri', 'su']",4,1,EleSquirrel Pokemon,0.4,3.9,True,50.0,True,200,Medium Fast,60,45,70,45,90,95,405,Field,Fairy,Electric,,Run Away,Pickup,Volt Absorb,False,False,False,1,
410,Buizel,"['Bui', 'zel']",2,1,Sea Weasel Pokemon,0.7,29.5,True,50.0,True,190,Medium Fast,55,65,35,60,30,85,330,Water 1,Field,Water,,Swift Swim,,Water Veil,False,False,True,1,26.0
411,Floatzel,"['Floa', 'tzel']",2,1,Sea Weasel Pokemon,1.1,33.5,True,50.0,True,75,Medium Fast,85,105,55,85,50,115,495,Water 1,Field,Water,,Swift Swim,,Water Veil,False,False,True,2,
412,Cherubi,"['Che', 'ru', 'bi']",3,1,Cherry Pokemon,0.4,3.3,True,50.0,True,190,Medium Fast,45,35,45,62,53,35,275,Fairy,Grass,Grass,,Chlorophyll,,,False,False,True,1,25.0
413,Ambipom,"['Ambi', 'pom']",2,1,Long Tail Pokemon,1.2,20.3,True,50.0,True,45,Fast,75,100,66,60,66,115,482,Field,,Normal,,Technician,Pickup,Skill Link,False,False,True,2,
414,Drifloon,"['Dri', 'floon']",2,1,Balloon Pokemon,0.4,1.2,True,50.0,True,125,Fluctuating,90,50,34,60,44,70,348,Amorphous,,Ghost,Flying,Aftermath,Unburden,Flare Boost,False,False,True,1,28.0
415,Drifblim,"['Drif', 'blim']",2,1,Blimp Pokemon,1.2,15.0,True,50.0,True,60,Fluctuating,150,80,44,90,54,80,498,Amorphous,,Ghost,Flying,Aftermath,Unburden,Flare Boost,False,False,True,2,
416,Buneary,"['Bu', 'nea', 'ry']",3,1,Rabbit Pokemon,0.4,5.5,True,50.0,True,190,Medium Fast,55,66,44,44,56,85,350,Field,Human-Like,Normal,,Run Away,Klutz,Limber,False,False,True,1,
417,Lopunny,"['Lo', 'pun', 'ny']",3,1,Rabbit Pokemon,1.2,33.3,True,50.0,True,60,Medium Fast,65,76,84,54,96,105,480,Field,Human-Like,Normal,,Cute Charm,Klutz,Limber,False,False,True,2,
418,Mismagius,"['Mi', 'sma', 'gius']",3,1,Magical Pokemon,0.9,4.4,True,50.0,True,45,Fast,60,60,60,105,105,105,495,Amorphous,,Ghost,,Levitate,,,False,False,True,2,
419,Honchkrow,"['Honch', 'krow']",2,1,Big Boss Pokemon,0.9,27.3,True,50.0,True,30,Medium Slow,100,125,52,105,52,71,505,Flying,,Dark,Flying,Insomnia,Super Luck,Moxie,False,False,True,2,
420,Glameow,"['Gla', 'meow']",2,1,Catty Pokemon,0.5,3.9,True,75.0,True,190,Fast,49,55,42,42,37,85,310,Field,,Normal,,Limber,Own Tempo,Keen Eye,False,False,True,1,38.0
421,Purugly,"['Pu', 'ru', 'gly']",3,1,Tiger Cat Pokemon,1.0,43.8,True,75.0,True,75,Fast,71,82,64,64,59,112,452,Field,,Normal,,Thick Fat,Own Tempo,Defiant,False,False,True,2,
422,Chingling,"['Chin', 'gling']",2,1,Bell Pokemon,0.2,0.6,True,50.0,True,120,Fast,45,30,50,65,50,45,285,No Eggs Discovered,,Psychic,,Levitate,,,False,False,True,1,
423,Stunky,"['Stun', 'ky']",2,1,Skunk Pokemon,0.4,19.2,True,50.0,True,225,Medium Fast,63,63,47,41,41,74,329,Field,,Poison,Dark,Stench,Aftermath,Keen Eye,False,False,True,1,34.0
424,Skuntank,"['Skun', 'tank']",2,1,Skunk Pokemon,1.0,38.0,True,50.0,True,60,Medium Fast,103,93,67,71,61,84,479,Field,,Poison,Dark,Stench,Aftermath,Keen Eye,False,False,True,2,
425,Bronzor,"['Bron', 'zor']",2,1,Bronze Pokemon,0.5,60.5,False,0.0,True,255,Medium Fast,57,24,86,24,86,23,300,Mineral,,Steel,Psychic,Levitate,Heatproof,Heavy Metal,False,False,True,1,33.0
426,Bronzong,"['Bron', 'zong']",2,1,Bronze Bell Pokemon,1.3,187.0,False,0.0,True,90,Medium Fast,67,89,116,79,116,33,500,Mineral,,Steel,Psychic,Levitate,Heatproof,Heavy Metal,False,False,True,2,
427,Bonsly,"['Bon', 'sly']",2,1,Bonsai Pokemon,0.5,15.0,True,50.0,True,255,Medium Fast,50,80,95,10,45,10,290,No Eggs Discovered,,Rock,,Sturdy,Rock Head,Rattled,False,False,True,1,
428,Happiny,"['Hap', 'pi', 'ny']",3,1,Playhouse Pokemon,0.6,24.4,True,100.0,True,130,Fast,100,5,5,15,65,30,220,No Eggs Discovered,,Normal,,Natural Cure,Serene Grace,Friend Guard,False,False,True,1,
429,Chatot,"['Cha', 'tot']",2,1,Music Note Pokemon,0.5,1.9,True,50.0,True,30,Medium Slow,76,65,45,92,42,91,411,Flying,,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,False,False,False,1,
430,Spiritomb,"['Spi', 'ri', 'tomb']",3,1,Forbidden Pokemon,1.0,108.0,True,50.0,True,100,Medium Fast,50,92,108,92,108,35,485,Amorphous,,Ghost,Dark,Pressure,,Infiltrator,False,False,False,1,
431,Gible,"['Gi', 'ble']",2,1,Land Shark Pokemon,0.7,20.5,True,50.0,True,45,Slow,58,70,45,40,45,42,300,Monster,Dragon,Dragon,Ground,Sand Veil,,Rough Skin,False,False,True,1,24.0
432,Gabite,"['Ga', 'bi', 'te']",3,1,Cave Pokemon,1.4,56.0,True,50.0,True,45,Slow,68,90,65,50,55,82,410,Monster,Dragon,Dragon,Ground,Sand Veil,,Rough Skin,False,False,True,2,48.0
433,Garchomp,"['Garc', 'homp']",2,1,Mach Pokemon,1.9,95.0,True,50.0,True,45,Slow,108,130,95,80,85,102,600,Monster,Dragon,Dragon,Ground,Sand Veil,,Rough Skin,False,False,True,3,
434,Munchlax,"['Munc', 'hlax']",2,1,Big Eater Pokemon,0.6,105.0,True,12.5,True,50,Slow,135,85,40,40,85,5,390,No Eggs Discovered,,Normal,,Pickup,Thick Fat,Gluttony,False,False,True,1,
435,Riolu,"['Rio', 'lu']",2,1,Emanation Pokemon,0.7,20.2,True,12.5,True,75,Medium Slow,40,70,40,35,40,60,285,No Eggs Discovered,,Fighting,,Steadfast,Inner Focus,Prankster,False,False,True,1,
436,Lucario,"['Lu', 'ca', 'rio']",3,1,Aura Pokemon,1.2,54.0,True,12.5,True,45,Medium Slow,70,110,70,115,70,90,525,Field,Human-Like,Fighting,Steel,Steadfast,Inner Focus,Justified,False,False,True,2,
437,Hippopotas,"['Hip', 'po', 'po', 'tas']",4,1,Hippo Pokemon,0.8,49.5,True,50.0,True,140,Slow,68,72,78,38,42,32,330,Field,,Ground,,Sand Stream,,Sand Force,False,False,True,1,34.0
438,Hippowdon,"['Hip', 'pow', 'don']",3,1,Heavyweight Pokemon,2.0,300.0,True,50.0,True,60,Slow,108,112,118,68,72,47,525,Field,,Ground,,Sand Stream,,Sand Force,False,False,True,2,
439,Skorupi,"['Sko', 'ru', 'pi']",3,1,Scorpion Pokemon,0.8,12.0,True,50.0,True,120,Slow,40,50,90,30,55,65,330,Bug,Water 3,Poison,Bug,Battle Armor,Sniper,Keen Eye,False,False,True,1,40.0
440,Drapion,"['Dra', 'pion']",2,1,Ogre Scorpion Pokemon,1.3,61.5,True,50.0,True,45,Slow,70,90,110,60,75,95,500,Bug,Water 3,Poison,Dark,Battle Armor,Sniper,Keen Eye,False,False,True,2,
441,Croagunk,"['Croa', 'gunk']",2,1,Toxic Mouth Pokemon,0.7,23.0,True,50.0,True,140,Medium Fast,48,61,40,61,40,50,300,Human-Like,,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,False,False,True,1,37.0
442,Toxicroak,"['To', 'xi', 'croak']",3,1,Toxic Mouth Pokemon,1.3,44.4,True,50.0,True,75,Medium Fast,83,106,65,86,65,85,490,Human-Like,,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,False,False,True,2,
443,Carnivine,"['Car', 'ni', 'vi', 'ne']",4,1,Bug Catcher Pokemon,1.4,27.0,True,50.0,True,200,Slow,74,100,72,90,72,46,454,Grass,,Grass,,Levitate,,,False,False,False,1,
444,Finneon,"['Fin', 'neon']",2,1,Wing Fish Pokemon,0.4,7.0,True,50.0,True,190,Erratic,49,49,56,49,61,66,330,Water 2,,Water,,Swift Swim,Storm Drain,Water Veil,False,False,True,1,31.0
445,Lumineon,"['Lu', 'mi', 'neon']",3,1,Neon Pokemon,1.2,24.0,True,50.0,True,75,Erratic,69,69,76,69,86,91,460,Water 2,,Water,,Swift Swim,Storm Drain,Water Veil,False,False,True,2,
446,Mantyke,"['Man', 'ty', 'ke']",3,1,Kite Pokemon,1.0,65.0,True,50.0,True,25,Slow,45,20,50,60,120,50,345,No Eggs Discovered,,Water,Flying,Swift Swim,Water Absorb,Water Veil,False,False,True,1,
447,Snover,"['Sno', 'ver']",2,1,Frost Tree Pokemon,1.0,50.5,True,50.0,True,120,Slow,60,62,50,62,60,40,334,Monster,Grass,Grass,Ice,Snow Warning,,Soundproof,False,False,True,1,40.0
448,Abomasnow,"['Abo', 'ma', 'snow']",3,1,Frost Tree Pokemon,2.2,135.5,True,50.0,True,60,Slow,90,92,75,92,85,60,494,Monster,Grass,Grass,Ice,Snow Warning,,Soundproof,False,False,True,2,
449,Weavile,"['Wea', 'vi', 'le']",3,1,Sharp Claw Pokemon,1.1,34.0,True,50.0,True,45,Medium Slow,70,120,65,45,85,125,510,Field,,Dark,Ice,Pressure,,Pickpocket,False,False,True,2,
450,Magnezone,"['Ma', 'gne', 'zo', 'ne']",4,1,Magnet Area Pokemon,1.2,180.0,False,0.0,True,30,Medium Fast,70,70,115,130,90,60,535,Mineral,,Electric,Steel,Magnet Pull,Sturdy,Analytic,False,False,True,3,
451,Lickilicky,"['Lic', 'ki', 'lic', 'ky']",4,1,Licking Pokemon,1.7,140.0,True,50.0,True,30,Medium Fast,110,85,95,80,95,50,515,Monster,,Normal,,Own Tempo,Oblivious,Cloud Nine,False,False,True,2,
452,Rhyperior,"['Rhy', 'pe', 'rior']",3,1,Drill Pokemon,2.4,282.8,True,50.0,True,30,Slow,115,140,130,55,55,40,535,Monster,Field,Ground,Rock,Lightning Rod,Solid Rock,Reckless,False,False,True,3,
453,Tangrowth,"['Tan', 'growth']",2,1,Vine Pokemon,2.0,128.6,True,50.0,True,30,Medium Fast,100,100,125,110,50,50,535,Grass,,Grass,,Chlorophyll,Leaf Guard,Regenerator,False,False,True,2,
454,Electivire,"['Elec', 'ti', 'vi', 're']",4,1,Thunderbolt Pokemon,1.8,138.6,True,25.0,True,30,Medium Fast,75,123,67,95,85,95,540,Human-Like,,Electric,,Motor Drive,,Vital Spirit,False,False,True,3,
455,Magmortar,"['Ma', 'gmor', 'tar']",3,1,Blast Pokemon,1.6,68.0,True,25.0,True,30,Medium Fast,75,95,67,125,95,83,540,Human-Like,,Fire,,Flame Body,,Vital Spirit,False,False,True,3,
456,Togekiss,"['To', 'ge', 'kiss']",3,1,Jubilee Pokemon,1.5,38.0,True,12.5,True,30,Fast,85,50,95,120,115,80,545,Flying,Fairy,Fairy,Flying,Hustle,Serene Grace,Super Luck,False,False,True,3,
457,Yanmega,"['Yan', 'me', 'ga']",3,1,Ogre Darner Pokemon,1.9,51.5,True,50.0,True,30,Medium Fast,86,76,86,116,56,95,515,Bug,,Bug,Flying,Speed Boost,Tinted Lens,Frisk,False,False,True,2,
458,Leafeon,"['Lea', 'feon']",2,1,Verdant Pokemon,1.0,25.5,True,12.5,True,45,Medium Fast,65,110,130,60,65,95,525,Field,,Grass,,Leaf Guard,,Chlorophyll,False,False,True,2,
459,Glaceon,"['Gla', 'ceon']",2,1,Fresh Snow Pokemon,0.8,25.9,True,12.5,True,45,Medium Fast,65,60,110,130,95,65,525,Field,,Ice,,Snow Cloak,,Ice Body,False,False,True,2,
460,Gliscor,"['Glis', 'cor']",2,1,Fang Scorpion Pokemon,2.0,42.5,True,50.0,True,30,Medium Slow,75,95,125,45,75,95,510,Bug,,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,False,False,True,2,
461,Mamoswine,"['Ma', 'mo', 'swi', 'ne']",4,1,Twin Tusk Pokemon,2.5,291.0,True,50.0,True,50,Slow,110,130,80,70,60,80,530,Field,,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,False,False,True,3,
462,Porygon-Z,"['Po', 'ry', 'gon-Z']",3,1,Virtual Pokemon,0.9,34.0,False,0.0,True,30,Medium Fast,85,80,70,135,75,90,535,Mineral,,Normal,,Adaptability,Download,Analytic,False,False,True,3,
463,Gallade,"['Gal', 'la', 'de']",3,1,Blade Pokemon,1.6,52.0,True,0.0,True,45,Slow,68,125,65,65,115,80,518,Human-Like,Gen VIII+,Psychic,Fighting,Steadfast,Sharpness,Justified,False,False,True,3,
464,Probopass,"['Pro', 'bo', 'pass']",3,1,Compass Pokemon,1.4,340.0,True,50.0,True,60,Medium Fast,60,55,145,75,150,40,525,Mineral,,Rock,Steel,Sturdy,Magnet Pull,Sand Force,False,False,True,2,
465,Dusknoir,"['Dus', 'knoir']",2,1,Gripper Pokemon,2.2,106.6,True,50.0,True,45,Fast,45,100,135,65,135,45,525,Amorphous,,Ghost,,Pressure,,Frisk,False,False,True,3,
466,Froslass,"['Fro', 'slass']",2,1,Snow Land Pokemon,1.3,26.6,True,100.0,True,75,Medium Fast,70,80,70,80,70,110,480,Fairy,Mineral,Ice,Ghost,Snow Cloak,,Cursed Body,False,False,True,2,
467,Uxie,['Uxie'],1,1,Knowledge Pokemon,0.3,0.3,False,0.0,False,3,Slow,75,75,130,75,130,95,580,No Eggs Discovered,,Psychic,,Levitate,,,True,False,False,1,
468,Mesprit,"['Mes', 'prit']",2,1,Emotion Pokemon,0.3,0.3,False,0.0,False,3,Slow,80,105,105,105,105,80,580,No Eggs Discovered,,Psychic,,Levitate,,,True,False,False,1,
469,Azelf,['Azelf'],1,1,Willpower Pokemon,0.3,0.3,False,0.0,False,3,Slow,75,125,70,125,70,115,580,No Eggs Discovered,,Psychic,,Levitate,,,True,False,False,1,
470,Dialga,"['Dial', 'ga']",2,2,Temporal Pokemon,5.4,683.0,False,0.0,False,3,Slow,100,120,120,150,100,90,680,No Eggs Discovered,,Steel,Dragon,Pressure,,Telepathy,True,False,False,1,
471,Palkia,"['Pal', 'kia']",2,2,Spatial Pokemon,4.2,336.0,False,0.0,False,3,Slow,90,120,100,150,120,100,680,No Eggs Discovered,,Water,Dragon,Pressure,,Telepathy,True,False,False,1,
472,Heatran,"['Hea', 'tran']",2,1,Lava Dome Pokemon,1.7,430.0,True,50.0,False,3,Slow,91,90,106,130,106,77,600,No Eggs Discovered,,Fire,Steel,Flash Fire,,Flame Body,True,False,False,1,
473,Regigigas,"['Re', 'gi', 'gi', 'gas']",4,1,Colossal Pokemon,3.7,420.0,False,0.0,False,3,Slow,110,160,110,80,110,100,670,No Eggs Discovered,,Normal,,Slow Start,,,True,False,False,1,
474,Cresselia,"['Cres', 'se', 'lia']",3,1,Lunar Pokemon,1.5,85.6,True,100.0,False,3,Slow,120,70,120,75,130,85,600,No Eggs Discovered,,Psychic,,Levitate,,,True,False,False,1,
475,Phione,"['Phio', 'ne']",2,1,Sea Drifter Pokemon,0.4,3.1,False,0.0,True,30,Slow,80,80,80,80,80,80,480,Water 1,Fairy,Water,,Hydration,,,False,True,False,1,
476,Manaphy,"['Ma', 'nap', 'hy']",3,1,Seafaring Pokemon,0.3,1.4,False,0.0,True,3,Slow,100,100,100,100,100,100,600,Water 1,Fairy,Water,,Hydration,,,False,True,False,1,
477,Darkrai,"['Dar', 'krai']",2,1,Pitch-Black Pokemon,1.5,50.5,False,0.0,False,3,Slow,70,90,90,135,90,125,600,No Eggs Discovered,,Dark,,Bad Dreams,,,False,True,False,1,
478,Victini,"['Vic', 'ti', 'ni']",3,1,Victory Pokemon,0.4,4.0,False,0.0,False,3,Slow,100,100,100,100,100,100,600,No Eggs Discovered,,Psychic,Fire,Victory Star,,,False,True,False,1,
479,Snivy,"['Sni', 'vy']",2,1,Grass Snake Pokemon,0.6,8.1,True,12.5,True,45,Medium Slow,45,45,55,45,55,63,308,Field,Grass,Grass,,Overgrow,,Contrary,False,False,True,1,17.0
480,Servine,"['Ser', 'vi', 'ne']",3,1,Grass Snake Pokemon,0.8,16.0,True,12.5,True,45,Medium Slow,60,60,75,60,75,83,413,Field,Grass,Grass,,Overgrow,,Contrary,False,False,True,2,36.0
481,Serperior,"['Ser', 'pe', 'rior']",3,1,Regal Pokemon,3.3,63.0,True,12.5,True,45,Medium Slow,75,75,95,75,95,113,528,Field,Grass,Grass,,Overgrow,,Contrary,False,False,True,3,
482,Tepig,"['Te', 'pig']",2,1,Fire Pig Pokemon,0.5,9.9,True,12.5,True,45,Medium Slow,65,63,45,45,45,45,308,Field,,Fire,,Blaze,,Thick Fat,False,False,True,1,17.0
483,Pignite,"['Pi', 'gni', 'te']",3,1,Fire Pig Pokemon,1.0,55.5,True,12.5,True,45,Medium Slow,90,93,55,70,55,55,418,Field,,Fire,Fighting,Blaze,,Thick Fat,False,False,True,2,36.0
484,Emboar,['Emboar'],1,1,Mega Fire Pig Pokemon,1.6,150.0,True,12.5,True,45,Medium Slow,110,123,65,100,65,65,528,Field,,Fire,Fighting,Blaze,,Reckless,False,False,True,3,
